Year,,Cruise,Signature,numerical month,Project Principals,Vessel,Cruise Dates,Months,Latitude,Longitude,Summary,New Themes,OER Focus Areas,Platforms,Mission Group,MEOW,OE_Link,OE_Link_Image,SOO,Overview,Archive,Direct,NCDDC_Link,AuthoritativeIDx,CruiseID,GISMapLayers,EEM,Lesson_Plans,EMC,Educ_Focus,Publications,Metadata
2010,EX1005,Okeanos Explorer (EX1005): Transit from Guam to Hawaii,No,8,"LTJG Megan Nadeau, OMAO (Expedition Coordinator); Colleen Peters, OMAO (Mapping Lead)",NOAA Ship Okeanos Explorer,"August 23 - September 5, 2010",August,20,-159.5,"NOAA ship Okeanos Explorer, ""America's Ship for Ocean Exploration,"" is on a course to be the only U.S. ship assigned to systematically explore our largely unknown ocean for the purpose of discovery and the advancement of knowledge. The ship utilized telepresence to allow shore-based scientists to participate in the expedition. The ship transits from Guam to Hawaii following the completion of its highly-successful maiden voyage, a joint Indonesian-US expedition.","tele, mapping",hawaii,okeanos,Okeanos Mapping Cruises,"tropnwpac, hawaii",http://oceanexplorer.noaa.gov/okeanos/welcome.html,ex1003.jpg,,Cruise Ship Track (kml); Open; Thinned Ship Track in KML format; http://oer.hpc.msstate.edu/okeanos/ex1005/ex1005-ShipTrack.kml | Seafloor Mapping Products Collection; Download; Collection of low-res Bathymetric Images for Cruise; http://oer.hpc.msstate.edu/okeanos/ex1005/ex1005-mappingsurvey.zip | Mapping Data Report; Open; Mapping Data Report; http://oer.hpc.msstate.edu/okeanos/ex1005/ex1005-mapping-data-report.pdf | CTD Summary Reports and Profile Data; Download; Zip File of All Water Column Profile Data; http://oer.hpc.msstate.edu/okeanos/ex1005/ex1005-profile-data.zip,"Multibeam Archive Collection; Get Data; National Geophysical Data Center Archive Collection; http://www.ngdc.noaa.gov/idb/struts/results?op_0=l&v_0=NEW1459&t=101378&s=8&d=70&d=75&d=76&d=74&d=73&d=72&d=81&d=82&d=85&d=86&d=79&no_data=suppress | Physical, Chemical, and Biological Archive Collection; Get Data; National Oceanographic Data Center Archive Collection; http://accession.nodc.noaa.gov/68370 | Collection of Documents, Images, and Video Highlights; Get Data; NOAA Central Library Cruise Catalog; http://www.lib.noaa.gov/uhtbin/cgisirsi/x/x/0/5/?searchdata1=ocn913408633",Ship Navigation Data (ASCII); Download; ASCII Data from Ship Navigation Instruments; http://oer.hpc.msstate.edu/okeanos/ex1005/ex1005-Ship-Nav-Data.zip | Ship SCS/Sensor Data (ASCII); Download; ASCII Data from Ship Meteorological and Oceanographic Sensors; http://oer.hpc.msstate.edu/okeanos/ex1005/ex1005-SCS-Data.zip,http://service.ncddc.noaa.gov/website/EXAtlas/viewer.htm#,EX1005,EX1005,Bathymetry Mosaic;OE_Bathymetry_Products;35;bathy.jpg|Ship Track;OE_OkeanosShipTrk;44;2010ST.jpg,,,http://oceanexplorer.noaa.gov/okeanos/edu/welcome.html,,,http://service.ncddc.noaa.gov/rdn/oer-waf/FGDC/2010/EX1005_Cruise_Level.html
2010,SAF2010,Cradle of the Earthquake: Exploring the Underwater San Andreas Fault,Yes,9,"Dr. Waldo Wakefield, NOAA/NWFSC (Principal Investigator); Dr. M. Elizabeth Clarke, NOAA/NWFSC (Principal Investigator); Dr. Chris Goldfinger, Oregon State Unviersity (Principal Investigator)",R/V Pacific Storm; R/V Derek M. Baylis,"September 10 - October 3, 2010",September-October,39.5,-124,"Over one hundred years after the devastating Great 1906 Earthquake that nearly destroyed San Francisco, this expedition explored the Northern San Andreas Fault, the history of past earthquakes, and the intertwined relationships between large earthquakes and biologic diversity along this, the fastest moving fault in western North America. The expedition combined cutting-edge technology with the use of an innovative, fuel-efficient vessel to explore the past and predict the future of this unexplored geobiologic system.","biodiv, fault, habitat, mapping, subs",conshelf,"pacificstorm, baylis, lucille",,coldnepac ,http://oceanexplorer.noaa.gov/explorations/10sanandreas/welcome.html,sa_2010.jpg,,,"Multibeam Archive Collection; Get Data; National Geophysical Data Center Archive Collection; http://www.ngdc.noaa.gov/nndc/struts/results?op_0=l&v_0=NEW2053&t=101378&s=8&d=70&d=75&d=76&d=91&d=74&d=73&d=72&d=81&d=82&d=85&d=86&d=79&no_data=suppress | Seismic Archive Collection (Sub-bottom Data, etc.); Get Data; National Geophysical Data Center; http://www.ngdc.noaa.gov/mgg/trk/trackline/derek_m._baylis/ | Collection of Documents, Images, and Video Highlights; Get Data; NOAA Central Library Cruise Catalog; http://www.lib.noaa.gov/uhtbin/cgisirsi/x/x/0/5/?searchdata1=ocn847842065",,,,,,http://oceanexplorer.noaa.gov/explorations/10sanandreas/background/edu/edu.html,http://oceanexplorer.noaa.gov/explorations/10sanandreas/background/edu/lessonplans.html,,,,http://service.ncddc.noaa.gov/rdn/oer-waf/FGDC/2010/SanAndreasFault2010_COLLECTION_LIBRARY_HOLDINGS_RESOLVED.html
2010,Lophelia2010,Lophelia II: Oil Seeps and Deep Reefs,Yes,10,"Dr. Charles Fisher, Penn State University (Principal Investigator); Dr. Erik Cordes, Temple University (Principal Investigator)",NOAA Ship Ronald H. Brown,"October 14 - November 4, 2010",October-November,28.04,-89.26,This is the third year of a four year study to investigate the deep-water coral communities of the Gulf of Mexico. This ongoing study through a partnership with the Bureau of Ocean Energy Management (BOEM) is centered around continuing development of a predictive model for coral distribution in the Gulf.  An additional focus was on detecting any potential impact on these communities from the Deepwater Horizon (DWH) incident that unfolded over the last few months.,"arch, biodiv, canyon, chemo, corals, habitat, micro, sampling, seep, subs",gom,"ronbrown, jason",Lophelia,warmnwatl,http://oceanexplorer.noaa.gov/explorations/10lophelia/welcome.html,lo_2010.jpg,,,"Multibeam Archive Collection; Get Data; National Geophysical Data Center Archive Collection; http://www.ngdc.noaa.gov/nndc/struts/results?op_0=eq&v_0=NEW1902&t=101378&s=8&d=70&d=75&d=76&d=91&d=93&d=74&d=73&d=72&d=81&d=82&d=85&d=86&d=79&no_data=suppress | Physical, Chemical, and Biological Archive Collection; Get Data; National Oceanographic Data Center Archive Collection; http://accession.nodc.noaa.gov/72233 | Collection of Documents, Images, and Video Highlights; Get Data; NOAA Central Library Cruise Catalog; http://www.lib.noaa.gov/uhtbin/cgisirsi/x/x/0/5/?searchdata1=ocn741516457",,,RB1007,,,http://oceanexplorer.noaa.gov/explorations/10sanandreas/background/edu/edu.html,http://oceanexplorer.noaa.gov/explorations/10lophelia/background/edu/lessonplans.html,,http://oceanexplorer.noaa.gov/edu/guide/welcome.html,,http://service.ncddc.noaa.gov/rdn/oer-waf/FGDC/2010/Lophelia2010_COLLECTION_RESOLVED.html
2010,EX1006,"Okeanos Explorer Maximizing Operations (EX1006): Exploring the ""sticks"" in systematic exploration",No,10,"Kelley Elliott, NOAA/OAR/OER (Expedition Coordinator); Elizabeth Lobecker, NOAA/OAR/OER (Mapping Lead)",NOAA Ship Okeanos Explorer,"October 18 - 28, 2010",October-November,28,-146.5,"In Okeanos Explorer's final mission of the 2010 field season, the vessel transited from Hawaii back to the West Coast.  Onboard was Fisheries scientist Michael Ford, who towed a Continuous Plankton Recorder for the entire transit and through the Pacific Ocean's ""Garbage Patch"" - marine debris caught in the Pacific Ocean's prevailing current. The ship utilized telepresence to allow shore-based scientists to participate in the expedition.","tele, mapping, sampling",hawaii,okeanos,,"coldnwpac, hawaii",http://oceanexplorer.noaa.gov/okeanos/explorations/ex1006/welcome.html,ex1006.jpg,,Cruise Ship Track (kml); Open; Thinned Ship Track in KML format; http://oer.hpc.msstate.edu/okeanos/ex1006/ex1006-ShipTrack.kml | Seafloor Mapping Products Collection; Download; Collection of low-res Bathymetric Images for Cruise; http://oer.hpc.msstate.edu/okeanos/ex1006/ex1006-mappingsurvey.zip | Mapping Data Report; Open; Mapping Data Report; http://oer.hpc.msstate.edu/okeanos/ex1006/ex1006-mapping-data-report.pdf | CTD Summary Reports and Profile Data; Download; Zip File of All Water Column Profile Data; http://oer.hpc.msstate.edu/okeanos/ex1006/ex1006-profile-data.zip,"Multibeam Archive Collection; Get Data; National Geophysical Data Center Archive Collection; http://www.ngdc.noaa.gov/nndc/struts/results?op_0=l&v_0=NEW1302&t=101378&s=8&d=70&d=75&d=76&d=74&d=73&d=72&d=81&d=82&d=85&d=86&d=79&no_data=suppress | Physical, Chemical, and Biological Archive Collection; Get Data; National Oceanographic Data Center Archive Collection; http://accession.nodc.noaa.gov/69001 | Collection of Documents, Images, and Video Highlights; Get Data; NOAA Central Library Cruise Catalog; http://www.lib.noaa.gov/uhtbin/cgisirsi/x/x/0/5/?searchdata1=ocn779529648",Ship Navigation Data (ASCII); Download; ASCII Data from Ship Navigation Instruments; http://oer.hpc.msstate.edu/okeanos/ex1006/ex1006-Ship-Nav-Data.zip | Ship SCS/Sensor Data (ASCII); Download; ASCII Data from Ship Meteorological and Oceanographic Sensors; http://oer.hpc.msstate.edu/okeanos/ex1006/ex1006-SCS-Data.zip,http://service.ncddc.noaa.gov/website/EXAtlas/viewer.htm#,EX1006,EX1006,Bathymetry Mosaic;OE_Bathymetry_Products;38;bathy.jpg|Ship Track;OE_OkeanosShipTrk;46;2010ST.jpg,,,http://oceanexplorer.noaa.gov/okeanos/edu/welcome.html,,http://www.lib.noaa.gov/researchtools/subjectguides/oceanexplorebib_exped.html#always_details,http://service.ncddc.noaa.gov/rdn/oer-waf/FGDC/2010/EX1006_Cruise_Level.html
2010,KM1009,Extended Continental Shelf (ECS) Project (KM1009),No,6,"James Gardner, University of New Hampshire",R/V Kilo Moana,"May 17 - June 16, 2010",May-June,3,-165,"The expedition objective was to map the bathymetry of the southern flank of the Line Islands in the vicinity of Kingman Reef and Palmyra Atoll, central equatorial Pacific for the U.S. Extended Continental Shelf (ECS) Task Force.  The cruise mapped a total of 107,435 km2 in 22 survey days and collected 9942 line km of MBES lines with an average speed of 11.6 knts.",mapping,conshelf,kilomoana,Extended Continental Shelf,,https://www.continentalshelf.gov/,kilo.jpg,,Cruise Report; Open; Cruise Summary Report; http://oer.hpc.msstate.edu/ECS/central_pacific/Gardner_2010_cruise_report_KM1009_Kingman-Palmyra.pdf,Multibeam Archive Collection; Get Data; National Geophysical Data Center Archive Collection; http://www.ngdc.noaa.gov/nndc/struts/results?op_0=l&v_0=NEW1234&t=101378&s=8&d=70&d=75&d=76&d=74&d=73&d=72&d=81&d=82&d=85&d=86&d=79&no_data=suppress | Trackline Data (Sub-bottom); Get Data; National Geophysical Data Center Archive Collection; http://www.ngdc.noaa.gov/trackline/request/?surveyIds=KM1009 ,Academic Fleet R2R Data Management; Open; Academic Fleet Rolling Deck to Repository Data Management Website; http://www.rvdata.us/catalog/KM1009,,,KM1009,Ship Track (ECS);2010;KM1009;2010ST.jpg,,,,,,http://www.ngdc.noaa.gov/nmmrview/metadata.jsp?xml=NOAA/NESDIS/NGDC/MGG/Cruise/iso/xml/KM1009.xml&view=xml2text/xml-to-text-ISO&altview=none
2010,SU10-1,Extended Continental Shelf (ECS) Project (SU10-1),No,8,"James Gardner, University of New Hampshire",USNS Sumner,"August 6 - September 5, 2010",August,17,145,"This cruise is the third of four 30-day bathymetry cruises to the margins of Guam and the Commonwealth of the Northern Mariana Islands. Cruises in 2006 and 2007 focused on the West Mariana Ridge whereas the 2010 cruises concentrate on sections of the Mariana Trench.  The cruise mapped a total of 187,503 km2 in 29 mapping days and collected 17,399 line km of MBES with an average speed of 13.5 knts.",mapping,conshelf,sumner,Extended Continental Shelf,,https://www.continentalshelf.gov/,sumner.jpg,,Cruise Report; Open; Cruise Summary Report; http://oer.hpc.msstate.edu/ECS/west_pacific/Gardner_2010_cruise_report_SU10-1_Marianas.pdf,Multibeam Archive Collection; Get Data; National Geophysical Data Center Archive Collection; http://www.ngdc.noaa.gov/nndc/struts/results?op_0=l&v_0=NEW1278&t=101378&s=8&d=70&d=75&d=76&d=74&d=73&d=72&d=81&d=82&d=85&d=86&d=79&no_data=suppress ,,,,SU10-1,Ship Track (ECS);2010;SU10-1;2010ST.jpg,,,,,,http://www.ngdc.noaa.gov/nmmrview/metadata.jsp?xml=NOAA/NESDIS/NGDC/MGG/Cruise/iso/xml/SU10-1.xml&view=xml2text/xml-to-text-ISO&altview=none
2010,SU10-2,Extended Continental Shelf (ECS) Project (SU10-2),No,10,"Andrew Armstrong, University of New Hampshire; Guiseppe Masetti, University of New Hampshire",USNS Sumner,"September 24 - October 21, 2010",October,14,143,"SU10-2 was one of a series of cruises aimed at collecting high-resolution seafloor mapping data in areas around the Northern Mariana Islands and Guam that may potentially qualify for an extended continental shelf under Article 76 of the United Nations Convention on the Law of the Sea (UNCLOS).  The cruise mapped a total of 156,023 km2 in 27 mapping days and collected 15,927
line km of MBES with an average speed of approximately 13.3 kn.",mapping,conshelf,sumner,Extended Continental Shelf,,https://www.continentalshelf.gov/,sumner.jpg,,Cruise Report; Open; Cruise Summary Report; http://oer.hpc.msstate.edu/ECS/west_pacific/Armstrong_2011_cruise_report_SU10-02_Marianas.pdf,Multibeam Archive Collection; Get Data; National Geophysical Data Center Archive Collection; http://www.ngdc.noaa.gov/nndc/struts/results?op_0=l&v_0=NEW1303&t=101378&s=8&d=70&d=75&d=76&d=74&d=73&d=72&d=81&d=82&d=85&d=86&d=79&no_data=suppress ,,,,SU10-2,Ship Track (ECS);2010;SU10-2;2010ST.jpg,,,,,,http://www.ngdc.noaa.gov/nmmrview/metadata.jsp?xml=NOAA/NESDIS/NGDC/MGG/Cruise/iso/xml/SU10-2.xml&view=xml2text/xml-to-text-ISO&altview=none
2010,L110AR,Extended Continental Shelf (ECS) Project (L110AR) in conjunction with HLY1002,No,8,"David C. Mosher, NRCan",CCGS Louis S. St. Laurent,"August 4 - September 15, 2010",August,79,-145,"In collaboration with the United States Coast Guard, the principal objective of this expedition was to acquire multichannel seismic reflection and refraction data along positions that serve to establish sediment thicknesses and acquire bathymetric soundings along Canadian and US western Arctic continental margins.  In addition to the geoscience program, ice observations were acquired to groundtruth remotely sensed data.",mapping,conshelf,stlaurent,Extended Continental Shelf,,http://www.dfo-mpo.gc.ca/science/hydrography-hydrographie/UNCLOS/index-eng.html,laurent.JPG,,Cruise Report; Open; Cruise Summary Report; http://oer.hpc.msstate.edu/ECS/arctic/L-1-10-AR_cruise_report.pdf,Multichannel Seismic Data; Get Data; National Geophysical Data Center Archive Collection;http://walrus.wr.usgs.gov/infobank/l/l110ar/html/l-1-10-ar.meta.html,Government of Canada: Bathymetric Data Access; Contact Information; Government of Canada; http://www.charts.gc.ca/data-gestion/index-eng.asp,,,L110AR,Ship Track (ECS);2010;L110AR;2010ST.jpg,,,,,,http://www.ngdc.noaa.gov/nmmrview/metadata.jsp?xml=NOAA/NESDIS/NGDC/MGG/Cruise/iso/xml/L-1-10-AR.xml&view=xml2text/xml-to-text-ISO&altview=none
2011,MaritimeMaya2011,Exploring the Hidden World of the Maritime Maya,Yes,9,"Dr. Jeffrey Glover, Georgia State University (Principal Investigator)",Proyecto Costa Escondida,"May 9 - 27, 2011",May,21.48,-87.25,"The Maritime Maya Project 2011 was an interdisciplinary exploration project focused on the ancient Maya port site of Vista Alegre. The project explored: the location, abundance, and quality of potable water for Vista Alegre's inhabitants and how this has changed through time; the coastal geomorphology and the characterization of the harbor sediments in support of paleoenvironmental reconstruction and the determination of conditions that would favor the preservation of organic remains, such as submerged ancient watercraft; and the coastal ecological niches that would have been exploited by the people living at Vista Alegre and how these potential niches correlate with the archaeological data.",arch,intl,,,tropnwatl,http://oceanexplorer.noaa.gov/explorations/11maya/welcome.html,maritime_maya_2011.jpg,,,,,,MaritimeMaya2011,MaritimeMaya2011,,http://oceanexplorer.noaa.gov/explorations/11maya/background/edu/edu.html,http://oceanexplorer.noaa.gov/explorations/11maya/background/edu/lessonplans.html,,,,http://service.ncddc.noaa.gov/rdn/oer-waf/ISO/Resolved/2011/MaritimeMaya2011_COLLECTION_RESOLVED.html
2011,PacificReefs2011,Pacific Deep Reefs,No,2,"Dr. Marc Slattery, University of Mississippi (Principal Investigator); Dr. Michael Lesser, University of New Hampshire (Principal Investigator)",Ocean Hunter I,"February 19 - March 4, 2011",February,7.167,134.23,"This expedition represents the first multidisciplinary bioassessment of Pacific deep reefs (our group includes specialists in sponges & soft corals, hard corals, and fish, and we coordinated our efforts with regional coral reef managers). The work includes potential applications toward resource management (i.e., deep reef connectivity), and biotechnology. Finally, it focuses on three OE thematic priorities (e.g., new ocean resources, marine life inventories, and habitat characterization), and expands the breadth of our knowledge on deep reefs into the Indo-Pacific.","biotech, corals, habitat, newtech",intl,oceanhunter,,tropnwpac,http://oceanexplorer.noaa.gov/explorations/11pacificreefs/welcome.html,pacificreefs2011.jpg,,,"Collection of Documents, Images, and Video Highlights; Get Data; NOAA Central Library Cruise Catalog; http://www.lib.noaa.gov/uhtbin/cgisirsi/x/x/0/5/?searchdata1=ocn810134355",,,PacificReefs2011,PacificReefs2011,,,,,,,http://service.ncddc.noaa.gov/rdn/oer-waf/ISO/Resolved/2011/PacificReefs2011_COLLECTION_RESOLVED.html
2011,EX1101,Okeanos Explorer (EX1101): Exploring California Seamounts and Archaeological Sites,No,3,"Elizabeth Lobecker, NOAA/OAR/OER (Mapping Lead)",NOAA Ship Okeanos Explorer,"March 16 - April  1, 2011",March,33.96,-120.65,"Following a ship shakedown and mapping patch test, the EX conducted high-resolution multibeam mapping and water column exploration with CTD operations on seamounts and archaeological targets identified by the Sanctuary West Coast region and NMFS scientists. Shore-based scientists were able to work simultaneously with the ship via telepresence.","arch, tele, mapping",mpa,okeanos,Okeanos Mapping Cruises,"coldnepac, warmnepac",http://oceanexplorer.noaa.gov/okeanos/explorations/ex1101/welcome.html,ex1101.jpg,,Cruise Ship Track (kml); Open; Thinned Ship Track in KML format; http://oer.hpc.msstate.edu/okeanos/ex1101/ex1101-ShipTrack.kml | Seafloor Mapping Products Collection; Download; Collection of low-res Bathymetric Images for Cruise; http://oer.hpc.msstate.edu/okeanos/ex1101/ex1101-mappingsurvey.zip | Mapping Data Report; Open; Mapping Data Report; http://oer.hpc.msstate.edu/okeanos/ex1101/ex1101-mapping-data-report.pdf | CTD Summary Reports and Profile Data; Download; Zip File of All Water Column Profile Data; http://oer.hpc.msstate.edu/okeanos/ex1101/ex1101-profile-data.zip,"Multibeam Archive Collection; Get Data; National Geophysical Data Center Archive Collection; http://www.ngdc.noaa.gov/nndc/struts/results?op_0=l&v_0=NEW1481&t=101378&s=8&d=70&d=75&d=76&d=74&d=73&d=72&d=81&d=82&d=85&d=86&d=79&no_data=suppress | Trackline Data (Single-beam and Sub-bottom); Get Data; National Geophysical Data Center; http://www.ngdc.noaa.gov/mgg/trk/trackline/okeanos_explorer/ex1101/ | Physical, Chemical, and Biological Archive Collection; Get Data; National Oceanographic Data Center Archive Collection; http://accession.nodc.noaa.gov/0074221 | Collection of Documents, Images, and Video Highlights; Get Data; NOAA Central Library Cruise Catalog; http://www.lib.noaa.gov/uhtbin/cgisirsi/x/x/0/5/?searchdata1=ocn772630231",Ship Navigation Data (ASCII); Download; ASCII Data from Ship Navigation Instruments; http://oer.hpc.msstate.edu/okeanos/ex1101/ex1101-Ship-Nav-Data.zip | Ship SCS/Sensor Data (ASCII); Download; ASCII Data from Ship Meteorological and Oceanographic Sensors; http://oer.hpc.msstate.edu/okeanos/ex1101/ex1101-SCS-Data.zip | Ship SCS/Sensor Data (NetCDF); Open; NetCDF file from Ship Meteorological and Oceanographic Sensors; http://ecowatch.ncddc.noaa.gov/thredds/catalog/ocean_exploration_research/catalog.html?dataset=ocean_exploration_research/EX1101_SCS.nc,http://service.ncddc.noaa.gov/website/EXAtlas/viewer.htm#,EX1101,EX1101,Bathymetry Mosaic;OE_Bathymetry_Products;45;bathy.jpg|Ship Track;OE_OkeanosShipTrk;48;2011ST.jpg|Non-Dive Locations;OE_OkeanosCTDs;8;2011ND.jpg,,,http://oceanexplorer.noaa.gov/okeanos/edu/welcome.html,,,http://service.ncddc.noaa.gov/rdn/oer-waf/ISO/Resolved/2011/EX1101_COLLECTION_RESOLVED.html
2011,EX1102,Okeanos Explorer (EX1102): ROV Shakedown Cruise,No,4,"Kelley Elliott, NOAA/OAR/OER (Expedition Coordinator)",NOAA Ship Okeanos Explorer,"April  4 - 28, 2011",April,33.02,-120.98,"This project plan covered the dockside integration of the new OER camera platform into Okeanos Explorer systems and ROV control room, as well as the subsequent shakedown cruise associated with performance and operation of this tandem system using the Institute for Exploration (IFE) Little Hercules ROV as the main vehicle. Shore-based scientists worked simultaneously with the ship via telepresence.","tele, subs",mpa,"okeanos, lilherc, seirios",,"coldnepac, warmnepac",http://oceanexplorer.noaa.gov/okeanos/welcome.html,ex1102.jpg,,Cruise Ship Track (kml); Open; Thinned Ship Track in KML format; http://oer.hpc.msstate.edu/okeanos/ex1102/ex1102-ShipTrack.kml | Seafloor Mapping Products Collection; Download; Collection of low-res Bathymetric Images for Cruise; http://oer.hpc.msstate.edu/okeanos/ex1102/ex1102-mappingsurvey.zip | CTD Summary Reports and Profile Data; Download; Zip File of All Water Column Profile Data; http://oer.hpc.msstate.edu/okeanos/ex1102/ex1102-profile-data.zip,"Multibeam Archive Collection; Get Data; National Geophysical Data Center Archive Collection; http://www.ngdc.noaa.gov/nndc/struts/results?op_0=l&v_0=NEW1480&t=101378&s=8&d=70&d=75&d=76&d=74&d=73&d=72&d=81&d=82&d=85&d=86&d=79&no_data=suppress | Physical, Chemical, and Biological Archive Collection; Get Data; National Oceanographic Data Center Archive Collection; http://accession.nodc.noaa.gov/0074222 | Collection of Documents, Images, and Video Highlights; Get Data; NOAA Central Library Cruise Catalog; http://www.lib.noaa.gov/uhtbin/cgisirsi/x/x/0/5/?searchdata1=ocn768490129",Ship Navigation Data (ASCII); Download; ASCII Data from Ship Navigation Instruments; http://oer.hpc.msstate.edu/okeanos/ex1102/ex1102-Ship-Nav-Data.zip | Ship SCS/Sensor Data (ASCII); Download; ASCII Data from Ship Meteorological and Oceanographic Sensors; http://oer.hpc.msstate.edu/okeanos/ex1102/ex1102-SCS-Data.zip | Submersible Navigation/Sensor Data (ASCII); Download; ASCII Data from Submersible Meteorological and Oceanographic Sensors; http://oer.hpc.msstate.edu/okeanos/ex1102/ex1102-Sub-Data.zip | Ship SCS/Sensor Data (NetCDF); Open; NetCDF file from Ship Meteorological and Oceanographic Sensors; http://ecowatch.ncddc.noaa.gov/thredds/catalog/ocean_exploration_research/catalog.html?dataset=ocean_exploration_research/EX1102_SCS.nc,http://service.ncddc.noaa.gov/website/EXAtlas/viewer.htm#,EX1102,EX1102,Bathymetry Mosaic;OE_Bathymetry_Products;54;bathy.jpg|Ship Track;OE_OkeanosShipTrk;50;2011ST.jpg|Dive Locations;OE_OkeanosDives;8;2011D.jpg|Dive Tracks;OE_OkeanosDives;9;2011DTL.jpg|Non-Dive Locations;OE_OkeanosCTDs;9;2011ND.jpg,,,http://oceanexplorer.noaa.gov/okeanos/edu/welcome.html,,,http://service.ncddc.noaa.gov/rdn/oer-waf/ISO/Resolved/2011/EX1102_COLLECTION_RESOLVED.html
2011,BattleAtlantic2011,Battle of the Atlantic,No,5,"Dr. Joseph Hoyt, Monitor National Marine Sanctuary (Principal Investigator); William Lange, Woods Hole Oceanographic Institution (Principal Investigator)",R/V Sam Gray; R/V Joe Ferguson,"May 31 - August 21, 2011",May-August,35,-75.5,"In 2008, the Monitor National Marine Sanctuary (MNMS) commenced a multiyear project focusing on shipwreck sites associated with the Battle of the Atlantic. During WWII, this was the closest theater of war to the continental United  States. Directly off the coast of North Carolina remains a collection of nearly 200 shipwrecks from one of the most significant battles in one of the most historic wars in world history. In previous years, MNMS and partners have collected data and completed archaeological surveys of four sites. Additionally, with OER support, the 2009 field season conducted a multibeam sonar and ROV survey to discover and document previously unknown deep-water shipwrecks. Several targets were identified, which would benefit from more detailed characterization using advanced imaging technology.","arch, mapping",conshelf,"ferguson, gray",,warmnwatl,http://sanctuaries.noaa.gov/missions/2011battleoftheatlantic/,,,,,,,,,,,,,,,http://service.ncddc.noaa.gov/rdn/oer-waf/ISO/Resolved/2011/BattleAtlantic2011_COLLECTION_RESOLVED.html
2011,BermudaCaves2011,Bermuda: Search for Deep-Water Caves,Yes,6,"Dr. Thomas Iliffe, Texas A&M University (Principal Investigator)",Pourquoi Pas,"June 7 - 27, 2011",June,32.3,-64.8,"The ""Bermuda Deep Water Caves 2011: Dives of Discovery"" expedition was the third and final phase of a three year mission to explore and characterize the upper edge of the Bermuda Platform and an adjacent mid-ocean seamount to confirm the existence of deep-water (60-200 meter/197-656 foot depth) caves.  The caves and the rock surrounding them were evaluated for water flow and for preferred presence of sponges and other filter feeding organisms. Geological collections will be aimed at identifying and dating the occurrence of sea level low stands which took place during the maximum extent of Ice Age glaciation.  Sample bedrock collections were taken to identify the depth of the contact zone between limestone and volcanic rock. One goal of the dives will be to become the first to actually reach and physically touch the volcanic rock underlying all of Bermuda.","cave, habitat, diving, biodiv, sampling, seamount",carib,pourquoi,Bermuda Caves,tropnwatl,http://oceanexplorer.noaa.gov/explorations/11bermuda/welcome.html,bermudacaves2011.jpg,,,,,,BermudaCaves2011,BermudaCaves2011,,http://oceanexplorer.noaa.gov/explorations/11bermuda/background/edu/edu.html,http://oceanexplorer.noaa.gov/explorations/11bermuda/background/edu/lessonplans.html,,,,http://service.ncddc.noaa.gov/rdn/oer-waf/ISO/Resolved/2011/BermudaCaves2011_COLLECTION_RESOLVED.html
2011,MidAtlanticCanyons2011,Deep-Water Mid-Atlantic Canyons Expedition,No,6,"Dr. Steve Ross, University of North Carolina - Wilmington (Principal Investigator); Dr. Sandra Brooke, University of Oregon (Principal Investigator); Dr. Rod Mather, University of Rhode Island (Principal Investigator)",NOAA Ship Nancy Foster,"June 4 - 17, 2011",June,38.25,-73.5,"The Deep-water Mid-Atlantic Canyons Project represents a major systematic exploration of submarine canyons on the continental margin of the eastern United States. Funded by the Bureau of Ocean Energy Management (BOEM), the U.S. Geological Survey (USGS), and NOAA Ocean Exploration and Research (OER), a diverse team of scientists investigated deep water canyons, hard bottom habitats and shipwrecks off Virginia and Maryland. During the project's first cruise in June of 2011, scientists and technicians onboard the NOAA Ship Nancy Foster collected seafloor bathymetry and water column profiles. This cruise is critical for establishing the foundation of information necessary for the planning of multidisciplinary investigations in later years.","arch, canyon, mapping, habitat, seamount","necanyons, conshelf",foster,Mid-Atlantic Canyons,coldnwatl,http://oceanexplorer.noaa.gov/explorations/11midatlantic/welcome.html,mid-atlantic_canyons2011.jpg,,,"Multibeam Archive Collection; Get Data; National Geophysical Data Center Archive Collection; http://www.ngdc.noaa.gov/nndc/struts/results?op_0=eq&t=101378&s=8&d=70&d=75&d=76&d=74&d=73&d=72&d=81&d=82&d=85&d=86&d=79&no_data=suppress&v_0=NEW1594 | Physical, Chemical, and Biological Archive Collection; Get Data; National Oceanographic Data Center Archive Collection; http://accession.nodc.noaa.gov/82240 | Collection of Documents, Images, and Video Highlights; Get Data; NOAA Central Library Cruise Catalog; http://www.lib.noaa.gov/uhtbin/cgisirsi/x/x/0/5/?searchdata1=ocn768343948",,,AtlanticCanyons2011,AtlanticCanyons2011,,,,,,,http://service.ncddc.noaa.gov/rdn/oer-waf/ISO/Resolved/2011/AtlanticCanyons2011_COLLECTION_RESOLVED.html
